ctcf	sequence	type
MACS_peak_20232	ENSG00000104375	gene
MACS_peak_20233	ENSG00000104375	gene
MACS_peak_20234	ENSG00000104375	gene
MACS_peak_20235	ENSG00000104375	gene
MACS_peak_20236	ENSG00000104375	gene
MACS_peak_20238	ENSG00000104375	gene
MACS_peak_20239	ENSG00000104375	gene
MACS_peak_20241	ENSG00000132549	gene
MACS_peak_20242	ENSG00000132549	gene
MACS_peak_20243	ENSG00000132549	gene
MACS_peak_20245	ENSG00000132549	gene
MACS_peak_20246	ENSG00000132549	gene
MACS_peak_20247	ENSG00000132549	gene
MACS_peak_20248	ENSG00000132549	gene
MACS_peak_20249	ENSG00000132549	gene
MACS_peak_20250	ENSG00000132549	gene
MACS_peak_20251	ENSG00000132549	gene
MACS_peak_20252	ENSG00000132549	gene
MACS_peak_20253	ENSG00000132549	gene
MACS_peak_20254	ENSG00000132549	gene
MACS_peak_20255	ENSG00000132549	gene
MACS_peak_20256	ENSG00000132549	gene
MACS_peak_20257	ENSG00000132549	gene
MACS_peak_20260	ENSG00000132554	gene
MACS_peak_20261	ENSG00000156509	gene
MACS_peak_20262	ENSG00000104450	gene
MACS_peak_20264	ENSG00000174226	gene
MACS_peak_20266	ENSG00000070756	gene
MACS_peak_20277	ENSG00000083307	gene
MACS_peak_20278	ENSG00000083307	gene
MACS_peak_20279	ENSG00000083307	gene
MACS_peak_20280	ENSG00000083307	gene
MACS_peak_20281	ENSG00000104490	gene
MACS_peak_20282	ENSG00000104490	gene
MACS_peak_20287	ENSG00000104517	gene
MACS_peak_20295	ENSG00000155097	gene
MACS_peak_20299	ENSG00000164932	gene
MACS_peak_20300	ENSG00000176406	gene
MACS_peak_20301	ENSG00000176406	gene
MACS_peak_20302	ENSG00000176406	gene
MACS_peak_20303	ENSG00000176406	gene
MACS_peak_20304	ENSG00000176406	gene
MACS_peak_20305	ENSG00000176406	gene
MACS_peak_20306	ENSG00000176406	gene
MACS_peak_20307	ENSG00000176406	gene
MACS_peak_20308	ENSG00000176406	gene
MACS_peak_20309	ENSG00000176406	gene
MACS_peak_20310	ENSG00000176406	gene
MACS_peak_20313	ENSG00000147647	gene
MACS_peak_20314	ENSG00000147647	gene
MACS_peak_20315	ENSG00000147647	gene
MACS_peak_20318	ENSG00000147650	gene
MACS_peak_20319	ENSG00000169946	gene
MACS_peak_20320	ENSG00000169946	gene
MACS_peak_20321	ENSG00000169946	gene
MACS_peak_20322	ENSG00000169946	gene
MACS_peak_20323	ENSG00000169946	gene
MACS_peak_20324	ENSG00000169946	gene
MACS_peak_20325	ENSG00000169946	gene
MACS_peak_20326	ENSG00000169946	gene
MACS_peak_20327	ENSG00000169946	gene
MACS_peak_20328	ENSG00000169946	gene
MACS_peak_20329	ENSG00000169946	gene
MACS_peak_20330	ENSG00000169946	gene
MACS_peak_20331	ENSG00000169946	gene
MACS_peak_20332	ENSG00000169946	gene
MACS_peak_20333	ENSG00000169946	gene
MACS_peak_20334	ENSG00000169946	gene
MACS_peak_20348	ENSG00000164830	gene
MACS_peak_20349	ENSG00000164830	gene
MACS_peak_20351	ENSG00000164830	gene
MACS_peak_20353	ENSG00000164830	gene
MACS_peak_20354	ENSG00000174429	gene
MACS_peak_20363	ENSG00000154188	gene
MACS_peak_20364	ENSG00000154188	gene
MACS_peak_20373	ENSG00000147655	gene
MACS_peak_20374	ENSG00000147655	gene
MACS_peak_20375	ENSG00000147655	gene
MACS_peak_20378	ENSG00000104408	gene
MACS_peak_20379	ENSG00000104408	gene
MACS_peak_20380	ENSG00000104408	gene
MACS_peak_20383	ENSG00000164841	gene
MACS_peak_20384	ENSG00000164841	gene
MACS_peak_20385	ENSG00000164841	gene
MACS_peak_20386	ENSG00000164841	gene
MACS_peak_20392	ENSG00000120526	gene
MACS_peak_20393	ENSG00000120526	gene
MACS_peak_20395	ENSG00000120526	gene
MACS_peak_20397	ENSG00000205038	gene
MACS_peak_20398	ENSG00000205038	gene
MACS_peak_20399	ENSG00000147654	gene
MACS_peak_20400	ENSG00000147654	gene
MACS_peak_20401	ENSG00000147642	gene
MACS_peak_20430	ENSG00000164796	gene
MACS_peak_20431	ENSG00000164796	gene
MACS_peak_20432	ENSG00000164796	gene
MACS_peak_20434	ENSG00000164796	gene
MACS_peak_20435	ENSG00000164796	gene
MACS_peak_20436	ENSG00000164796	gene
MACS_peak_20437	ENSG00000164796	gene
MACS_peak_20438	ENSG00000164796	gene
MACS_peak_20439	ENSG00000164796	gene
MACS_peak_20440	ENSG00000164796	gene
MACS_peak_20441	ENSG00000164796	gene
MACS_peak_20442	ENSG00000164796	gene
MACS_peak_20458	ENSG00000104447	gene
MACS_peak_20462	ENSG00000147677	gene
MACS_peak_20463	ENSG00000147677	gene
MACS_peak_20464	ENSG00000147677	gene
MACS_peak_20470	ENSG00000182197	gene
MACS_peak_20471	ENSG00000182197	gene
MACS_peak_20472	ENSG00000182197	gene
MACS_peak_20473	ENSG00000177570	gene
MACS_peak_20474	ENSG00000177570	gene
MACS_peak_20475	ENSG00000177570	gene
MACS_peak_20476	ENSG00000177570	gene
MACS_peak_20480	ENSG00000184374	gene
MACS_peak_20485	ENSG00000136999	gene
MACS_peak_20488	ENSG00000136960	gene
MACS_peak_20489	ENSG00000136960	gene
MACS_peak_20491	ENSG00000155792	gene
MACS_peak_20492	ENSG00000155792	gene
MACS_peak_20493	ENSG00000187955	gene
MACS_peak_20494	ENSG00000187955	gene
MACS_peak_20495	ENSG00000187955	gene
MACS_peak_20496	ENSG00000187955	gene
MACS_peak_20497	ENSG00000187955	gene
MACS_peak_20498	ENSG00000187955	gene
MACS_peak_20499	ENSG00000172172	gene
MACS_peak_20500	ENSG00000172172	gene
MACS_peak_20501	ENSG00000172167	gene
MACS_peak_20502	ENSG00000172164	gene
MACS_peak_20503	ENSG00000172164	gene
MACS_peak_20504	ENSG00000172164	gene
MACS_peak_20505	ENSG00000172164	gene
MACS_peak_20547	ENSG00000178764	gene
MACS_peak_20548	ENSG00000178764	gene
MACS_peak_20549	ENSG00000178764	gene
MACS_peak_20550	ENSG00000156787	gene
MACS_peak_20552	ENSG00000156795	gene
MACS_peak_20553	ENSG00000156795	gene
MACS_peak_20554	ENSG00000156795	gene
MACS_peak_20555	ENSG00000156795	gene
MACS_peak_20558	ENSG00000104537	gene
MACS_peak_20559	ENSG00000176853	gene
MACS_peak_20562	ENSG00000214814	gene
MACS_peak_20563	ENSG00000214814	gene
MACS_peak_20570	ENSG00000147687	gene
MACS_peak_20571	ENSG00000170873	gene
MACS_peak_20575	ENSG00000156831	gene
MACS_peak_20576	ENSG00000156831	gene
MACS_peak_20577	ENSG00000156831	gene
MACS_peak_20578	ENSG00000156831	gene
MACS_peak_20580	ENSG00000173334	gene
MACS_peak_20607	ENSG00000212993	gene
MACS_peak_20629	ENSG00000153310	gene
MACS_peak_20630	ENSG00000153317	gene
MACS_peak_20631	ENSG00000153317	gene
MACS_peak_20632	ENSG00000153317	gene
MACS_peak_20636	ENSG00000155897	gene
MACS_peak_20637	ENSG00000155897	gene
MACS_peak_20638	ENSG00000155897	gene
MACS_peak_20645	ENSG00000132294	gene
MACS_peak_20646	ENSG00000184156	gene
MACS_peak_20647	ENSG00000184156	gene
MACS_peak_20648	ENSG00000184156	gene
MACS_peak_20650	ENSG00000129295	gene
MACS_peak_20651	ENSG00000129292	gene
MACS_peak_20652	ENSG00000129292	gene
MACS_peak_20653	ENSG00000042832	gene
MACS_peak_20655	ENSG00000008513	gene
MACS_peak_20659	ENSG00000066827	gene
MACS_peak_20663	ENSG00000131773	gene
MACS_peak_20680	ENSG00000147724	gene
MACS_peak_20681	ENSG00000169436	gene
MACS_peak_20682	ENSG00000169436	gene
MACS_peak_20686	ENSG00000169427	gene
MACS_peak_20687	ENSG00000167632	gene
MACS_peak_20688	ENSG00000167632	gene
MACS_peak_20689	ENSG00000167632	gene
MACS_peak_20690	ENSG00000167632	gene
MACS_peak_20691	ENSG00000123908	gene
MACS_peak_20692	ENSG00000169398	gene
MACS_peak_20693	ENSG00000169398	gene
MACS_peak_20695	ENSG00000105339	gene
MACS_peak_20696	ENSG00000105339	gene
MACS_peak_20697	ENSG00000105339	gene
MACS_peak_20698	ENSG00000022567	gene
MACS_peak_20703	ENSG00000171045	gene
MACS_peak_20715	ENSG00000184428	gene
MACS_peak_20717	ENSG00000203499	gene
MACS_peak_20718	ENSG00000203499	gene
MACS_peak_20719	ENSG00000185189	gene
MACS_peak_20721	ENSG00000179832	gene
MACS_peak_20722	ENSG00000160949	gene
MACS_peak_20723	ENSG00000167700	gene
MACS_peak_20724	ENSG00000147799	gene
MACS_peak_20725	ENSG00000198169	gene
MACS_peak_20726	ENSG00000197363	gene
MACS_peak_19556	ENSG00000245857	other
MACS_peak_19557	ENSG00000245857	other
MACS_peak_19559	ENSG00000284620	other
MACS_peak_19568	ENSG00000249188	other
MACS_peak_19568	ENSG00000284606	other
MACS_peak_19569	ENSG00000253893	other
MACS_peak_19569	ENSG00000249188	other
MACS_peak_19569	ENSG00000284606	other
MACS_peak_19570	ENSG00000253893	other
MACS_peak_19570	ENSG00000249188	other
MACS_peak_19570	ENSG00000284606	other
MACS_peak_19571	ENSG00000253893	other
MACS_peak_19571	ENSG00000249188	other
MACS_peak_19572	ENSG00000254367	other
MACS_peak_19573	ENSG00000233609	other
MACS_peak_19586	ENSG00000255549	other
MACS_peak_19587	ENSG00000255549	other
MACS_peak_19588	ENSG00000283674	other
MACS_peak_19588	ENSG00000255549	other
MACS_peak_19589	ENSG00000283674	other
MACS_peak_19589	ENSG00000255549	other
MACS_peak_19590	ENSG00000283674	other
MACS_peak_19591	ENSG00000283674	other
MACS_peak_19608	ENSG00000253496	other
MACS_peak_19609	ENSG00000253496	other
MACS_peak_19630	ENSG00000253300	other
MACS_peak_19634	ENSG00000254040	other
MACS_peak_19642	ENSG00000253125	other
MACS_peak_19649	ENSG00000253535	other
MACS_peak_19649	ENSG00000253643	other
MACS_peak_19650	ENSG00000253535	other
MACS_peak_19651	ENSG00000253832	other
MACS_peak_19652	ENSG00000253832	other
MACS_peak_19673	ENSG00000253690	other
MACS_peak_19704	ENSG00000253161	other
MACS_peak_19710	ENSG00000196115	other
MACS_peak_19712	ENSG00000253939	other
MACS_peak_19722	ENSG00000188877	other
MACS_peak_19759	ENSG00000248498	other
MACS_peak_19763	ENSG00000253314	other
MACS_peak_19767	ENSG00000248347	other
MACS_peak_19784	ENSG00000253206	other
MACS_peak_19795	ENSG00000253844	other
MACS_peak_19842	ENSG00000205293	other
MACS_peak_19868	ENSG00000285971	other
MACS_peak_19874	ENSG00000253205	other
MACS_peak_19877	ENSG00000253554	other
MACS_peak_19879	ENSG00000253554	other
MACS_peak_19893	ENSG00000246145	other
MACS_peak_19903	ENSG00000255130	other
MACS_peak_19909	ENSG00000253658	other
MACS_peak_19910	ENSG00000253658	other
MACS_peak_19919	ENSG00000285579	other
MACS_peak_19920	ENSG00000285579	other
MACS_peak_19928	ENSG00000235531	other
MACS_peak_19929	ENSG00000235531	other
MACS_peak_19936	ENSG00000253636	other
MACS_peak_19939	ENSG00000250295	other
MACS_peak_19940	ENSG00000250295	other
MACS_peak_19942	ENSG00000254538	other
MACS_peak_19947	ENSG00000253706	other
MACS_peak_19949	ENSG00000249395	other
MACS_peak_19950	ENSG00000249395	other
MACS_peak_19960	ENSG00000253661	other
MACS_peak_19967	ENSG00000254366	other
MACS_peak_19978	ENSG00000254266	other
MACS_peak_19979	ENSG00000254266	other
MACS_peak_19986	ENSG00000285744	other
MACS_peak_19991	ENSG00000249328	other
MACS_peak_20013	ENSG00000254689	other
MACS_peak_20019	ENSG00000253503	other
MACS_peak_20020	ENSG00000253503	other
MACS_peak_20021	ENSG00000253836	other
MACS_peak_20021	ENSG00000254394	other
MACS_peak_20028	ENSG00000254202	other
MACS_peak_20041	ENSG00000253549	other
MACS_peak_20043	ENSG00000270971	other
MACS_peak_20046	ENSG00000205176	other
MACS_peak_20047	ENSG00000276006	other
MACS_peak_20057	ENSG00000277422	other
MACS_peak_20058	ENSG00000253154	other
MACS_peak_20070	ENSG00000253778	other
MACS_peak_20080	ENSG00000253500	other
MACS_peak_20081	ENSG00000253500	other
MACS_peak_20082	ENSG00000253500	other
MACS_peak_20093	ENSG00000253553	other
MACS_peak_20094	ENSG00000253553	other
MACS_peak_20095	ENSG00000253553	other
MACS_peak_20096	ENSG00000253553	other
MACS_peak_20097	ENSG00000253553	other
MACS_peak_20098	ENSG00000253553	other
MACS_peak_20099	ENSG00000253553	other
MACS_peak_20100	ENSG00000253553	other
MACS_peak_20116	ENSG00000251136	other
MACS_peak_20117	ENSG00000251136	other
MACS_peak_20118	ENSG00000251136	other
MACS_peak_20119	ENSG00000251136	other
MACS_peak_20120	ENSG00000251136	other
MACS_peak_20121	ENSG00000251136	other
MACS_peak_20122	ENSG00000251136	other
MACS_peak_20123	ENSG00000251136	other
MACS_peak_20134	ENSG00000253394	other
MACS_peak_20135	ENSG00000253394	other
MACS_peak_20136	ENSG00000253394	other
MACS_peak_20137	ENSG00000253394	other
MACS_peak_20138	ENSG00000253394	other
MACS_peak_20139	ENSG00000254180	other
MACS_peak_20141	ENSG00000254251	other
MACS_peak_20154	ENSG00000253901	other
MACS_peak_20155	ENSG00000253901	other
MACS_peak_20156	ENSG00000253901	other
MACS_peak_20157	ENSG00000253901	other
MACS_peak_20158	ENSG00000253901	other
MACS_peak_20163	ENSG00000253177	other
MACS_peak_20164	ENSG00000248858	other
MACS_peak_20165	ENSG00000248858	other
MACS_peak_20166	ENSG00000253197	other
MACS_peak_20167	ENSG00000253197	other
MACS_peak_20169	ENSG00000246662	other
MACS_peak_20170	ENSG00000246662	other
MACS_peak_20171	ENSG00000246662	other
MACS_peak_20172	ENSG00000246662	other
MACS_peak_20173	ENSG00000246662	other
MACS_peak_20174	ENSG00000246662	other
MACS_peak_20175	ENSG00000246662	other
MACS_peak_20186	ENSG00000253704	other
MACS_peak_20192	ENSG00000253773	other
MACS_peak_20193	ENSG00000253773	other
MACS_peak_20194	ENSG00000253773	other
MACS_peak_20195	ENSG00000253773	other
MACS_peak_20196	ENSG00000253773	other
MACS_peak_20197	ENSG00000253773	other
MACS_peak_20240	ENSG00000253948	other
MACS_peak_20271	ENSG00000253395	other
MACS_peak_20275	ENSG00000254084	other
MACS_peak_20292	ENSG00000253669	other
MACS_peak_20298	ENSG00000247081	other
MACS_peak_20327	ENSG00000251003	other
MACS_peak_20328	ENSG00000251003	other
MACS_peak_20329	ENSG00000251003	other
MACS_peak_20330	ENSG00000251003	other
MACS_peak_20331	ENSG00000251003	other
MACS_peak_20332	ENSG00000251003	other
MACS_peak_20333	ENSG00000251003	other
MACS_peak_20334	ENSG00000251003	other
MACS_peak_20335	ENSG00000251003	other
MACS_peak_20337	ENSG00000251003	other
MACS_peak_20338	ENSG00000251003	other
MACS_peak_20339	ENSG00000251003	other
MACS_peak_20340	ENSG00000251003	other
MACS_peak_20341	ENSG00000251003	other
MACS_peak_20349	ENSG00000253582	other
MACS_peak_20351	ENSG00000253582	other
MACS_peak_20388	ENSG00000253796	other
MACS_peak_20389	ENSG00000253796	other
MACS_peak_20390	ENSG00000253796	other
MACS_peak_20411	ENSG00000253956	other
MACS_peak_20418	ENSG00000253717	other
MACS_peak_20420	ENSG00000253877	other
MACS_peak_20421	ENSG00000253103	other
MACS_peak_20422	ENSG00000253103	other
MACS_peak_20424	ENSG00000253434	other
MACS_peak_20425	ENSG00000253434	other
MACS_peak_20459	ENSG00000249917	other
MACS_peak_20460	ENSG00000249917	other
MACS_peak_20477	ENSG00000281641	other
MACS_peak_20478	ENSG00000281641	other
MACS_peak_20486	ENSG00000253398	other
MACS_peak_20507	ENSG00000253619	other
MACS_peak_20509	ENSG00000253619	other
MACS_peak_20510	ENSG00000253619	other
MACS_peak_20511	ENSG00000253619	other
MACS_peak_20512	ENSG00000253619	other
MACS_peak_20513	ENSG00000253619	other
MACS_peak_20514	ENSG00000253619	other
MACS_peak_20515	ENSG00000253619	other
MACS_peak_20522	ENSG00000248690	other
MACS_peak_20523	ENSG00000254209	other
MACS_peak_20523	ENSG00000248690	other
MACS_peak_20524	ENSG00000254209	other
MACS_peak_20524	ENSG00000248690	other
MACS_peak_20525	ENSG00000248690	other
MACS_peak_20527	ENSG00000248690	other
MACS_peak_20528	ENSG00000254303	other
MACS_peak_20528	ENSG00000248690	other
MACS_peak_20529	ENSG00000254303	other
MACS_peak_20530	ENSG00000254303	other
MACS_peak_20531	ENSG00000254303	other
MACS_peak_20544	ENSG00000253819	other
MACS_peak_20545	ENSG00000253819	other
MACS_peak_20562	ENSG00000181171	other
MACS_peak_20563	ENSG00000181171	other
MACS_peak_20564	ENSG00000214803	other
MACS_peak_20565	ENSG00000214803	other
MACS_peak_20572	ENSG00000249816	other
MACS_peak_20573	ENSG00000249816	other
MACS_peak_20574	ENSG00000249816	other
MACS_peak_20595	ENSG00000253438	other
MACS_peak_20596	ENSG00000253438	other
MACS_peak_20598	ENSG00000253438	other
MACS_peak_20599	ENSG00000253438	other
MACS_peak_20600	ENSG00000253438	other
MACS_peak_20601	ENSG00000253438	other
MACS_peak_20602	ENSG00000253438	other
MACS_peak_20603	ENSG00000253438	other
MACS_peak_20603	ENSG00000254166	other
MACS_peak_20604	ENSG00000253438	other
MACS_peak_20604	ENSG00000254166	other
MACS_peak_20605	ENSG00000253438	other
MACS_peak_20606	ENSG00000253438	other
MACS_peak_20606	ENSG00000246228	other
MACS_peak_20607	ENSG00000280997	other
MACS_peak_20607	ENSG00000253438	other
MACS_peak_20607	ENSG00000246228	other
MACS_peak_20610	ENSG00000249375	other
MACS_peak_20617	ENSG00000229140	other
MACS_peak_20618	ENSG00000229140	other
MACS_peak_20619	ENSG00000229140	other
MACS_peak_20620	ENSG00000229140	other
MACS_peak_20621	ENSG00000229140	other
MACS_peak_20622	ENSG00000229140	other
MACS_peak_20623	ENSG00000253926	other
MACS_peak_20623	ENSG00000229140	other
MACS_peak_20624	ENSG00000229140	other
MACS_peak_20625	ENSG00000229140	other
MACS_peak_20626	ENSG00000229140	other
MACS_peak_20629	ENSG00000254263	other
MACS_peak_20656	ENSG00000253561	other
MACS_peak_20664	ENSG00000254101	other
MACS_peak_20665	ENSG00000254101	other
MACS_peak_20666	ENSG00000254101	other
MACS_peak_20667	ENSG00000254101	other
MACS_peak_20669	ENSG00000254101	other
MACS_peak_20671	ENSG00000254101	other
MACS_peak_20675	ENSG00000285817	other
MACS_peak_20676	ENSG00000253288	other
MACS_peak_20677	ENSG00000254361	other
MACS_peak_20677	ENSG00000253288	other
MACS_peak_20678	ENSG00000253288	other
MACS_peak_20685	ENSG00000254258	other
MACS_peak_20687	ENSG00000282164	other
MACS_peak_20705	ENSG00000253741	other
MACS_peak_20710	ENSG00000177335	other
MACS_peak_20711	ENSG00000177335	other
MACS_peak_20712	ENSG00000177335	other
MACS_peak_21219	ENSG00000148053	promoter
MACS_peak_21230	ENSG00000083223	promoter
MACS_peak_21313	ENSG00000196116	promoter
MACS_peak_21465	ENSG00000136875	promoter
MACS_peak_21584	ENSG00000177125	promoter
MACS_peak_21599	ENSG00000167110	promoter
MACS_peak_21605	ENSG00000167136	promoter
MACS_peak_21652	ENSG00000187616	promoter
MACS_peak_21666	ENSG00000236543	promoter
MACS_peak_20733	ENSG00000172785	gene
MACS_peak_20735	ENSG00000107104	gene
MACS_peak_20738	ENSG00000137090	gene
MACS_peak_20739	ENSG00000137090	gene
MACS_peak_20748	ENSG00000080503	gene
MACS_peak_20749	ENSG00000168263	gene
MACS_peak_20749	ENSG00000080608	gene
MACS_peak_20754	ENSG00000080298	gene
MACS_peak_20756	ENSG00000080298	gene
MACS_peak_20757	ENSG00000080298	gene
MACS_peak_20760	ENSG00000106686	gene
MACS_peak_20761	ENSG00000147853	gene
MACS_peak_20765	ENSG00000096968	gene
MACS_peak_20766	ENSG00000120210	gene
MACS_peak_20768	ENSG00000107020	gene
MACS_peak_20769	ENSG00000107036	gene
MACS_peak_20770	ENSG00000099219	gene
MACS_peak_20771	ENSG00000183354	gene
MACS_peak_20774	ENSG00000147854	gene
MACS_peak_20776	ENSG00000107077	gene
MACS_peak_20777	ENSG00000137038	gene
MACS_peak_20778	ENSG00000137038	gene
MACS_peak_20780	ENSG00000153707	gene
MACS_peak_20781	ENSG00000153707	gene
MACS_peak_20782	ENSG00000153707	gene
MACS_peak_20783	ENSG00000153707	gene
MACS_peak_20784	ENSG00000153707	gene
MACS_peak_20785	ENSG00000153707	gene
MACS_peak_20786	ENSG00000153707	gene
MACS_peak_20794	ENSG00000153714	gene
MACS_peak_20797	ENSG00000107186	gene
MACS_peak_20807	ENSG00000164989	gene
MACS_peak_20808	ENSG00000164989	gene
MACS_peak_20809	ENSG00000164989	gene
MACS_peak_20810	ENSG00000164989	gene
MACS_peak_20811	ENSG00000164989	gene
MACS_peak_20812	ENSG00000164989	gene
MACS_peak_20814	ENSG00000173068	gene
MACS_peak_20821	ENSG00000155886	gene
MACS_peak_20823	ENSG00000155886	gene
MACS_peak_20824	ENSG00000155886	gene
MACS_peak_20828	ENSG00000171843	gene
MACS_peak_20829	ENSG00000171843	gene
MACS_peak_20830	ENSG00000188352	gene
MACS_peak_20831	ENSG00000188352	gene
MACS_peak_20844	ENSG00000099810	gene
MACS_peak_20844	ENSG00000264545	gene
MACS_peak_20851	ENSG00000107105	gene
MACS_peak_20870	ENSG00000120156	gene
MACS_peak_20873	ENSG00000174482	gene
MACS_peak_20874	ENSG00000174482	gene
MACS_peak_20875	ENSG00000174482	gene
MACS_peak_20876	ENSG00000174482	gene
MACS_peak_20878	ENSG00000174482	gene
MACS_peak_20905	ENSG00000086062	gene
MACS_peak_20909	ENSG00000107341	gene
MACS_peak_20910	ENSG00000107341	gene
MACS_peak_20911	ENSG00000137073	gene
MACS_peak_20913	ENSG00000186638	gene
MACS_peak_20915	ENSG00000137070	gene
MACS_peak_20916	ENSG00000187186	gene
MACS_peak_20917	ENSG00000198853	gene
MACS_peak_20918	ENSG00000198853	gene
MACS_peak_20919	ENSG00000137103	gene
MACS_peak_20922	ENSG00000122705	gene
MACS_peak_20922	ENSG00000159921	gene
MACS_peak_20923	ENSG00000122705	gene
MACS_peak_20923	ENSG00000159921	gene
MACS_peak_20926	ENSG00000165304	gene
MACS_peak_20928	ENSG00000147905	gene
MACS_peak_20929	ENSG00000255872	gene
MACS_peak_20930	ENSG00000255872	gene
MACS_peak_20930	ENSG00000122741	gene
MACS_peak_20935	ENSG00000106714	gene
MACS_peak_20950	ENSG00000183148	gene
MACS_peak_20963	ENSG00000172014	gene
MACS_peak_21043	ENSG00000260691	gene
MACS_peak_21107	ENSG00000147996	gene
MACS_peak_21112	ENSG00000154330	gene
MACS_peak_21113	ENSG00000154330	gene
MACS_peak_21115	ENSG00000285130	gene
MACS_peak_21115	ENSG00000119139	gene
MACS_peak_21116	ENSG00000285130	gene
MACS_peak_21116	ENSG00000119139	gene
MACS_peak_21120	ENSG00000204711	gene
MACS_peak_21124	ENSG00000198887	gene
MACS_peak_21125	ENSG00000198887	gene
MACS_peak_21126	ENSG00000198887	gene
MACS_peak_21129	ENSG00000083067	gene
MACS_peak_21132	ENSG00000135048	gene
MACS_peak_21133	ENSG00000135048	gene
MACS_peak_21134	ENSG00000135048	gene
MACS_peak_21135	ENSG00000135048	gene
MACS_peak_21138	ENSG00000155621	gene
MACS_peak_21140	ENSG00000165092	gene
MACS_peak_21141	ENSG00000165092	gene
MACS_peak_21153	ENSG00000198963	gene
MACS_peak_21154	ENSG00000106733	gene
MACS_peak_21162	ENSG00000099139	gene
MACS_peak_21164	ENSG00000106772	gene
MACS_peak_21165	ENSG00000106772	gene
MACS_peak_21167	ENSG00000197969	gene
MACS_peak_21168	ENSG00000156049	gene
MACS_peak_21169	ENSG00000156049	gene
MACS_peak_21170	ENSG00000156049	gene
MACS_peak_21172	ENSG00000156052	gene
MACS_peak_21173	ENSG00000156052	gene
MACS_peak_21176	ENSG00000148019	gene
