Gene Symbol	Gene ID	Cytoband
SNORA31	677814	13q14.13
TPT1-AS1	100190939	13q14.13
SLC25A30	253512	13q14.13
SLC25A30-AS1	100874259	13q14.13
COG3	83548	13q14.13
ERICH6B	220081	13q14.13
LINC01055	103752581	13q14.13
SPERT	220082	13q14.13
SIAH3	283514	13q14.13
ZC3H13	23091	13q14.13
CPB2-AS1	100509894	13q14.13
CPB2	1361	13q14.13
LCP1	3936	13q14.13
LRRC63	220416	13q14.13
LINC00563	100861554	13q14.13
RUBCNL	80183	13q14.13
LINC01198	101929344	13q14.13
LRCH1	23143	13q14.13
ESD	2098	13q14.2
HTR2A	3356	13q14.2
HTR2A-AS1	100874082	13q14.2
LINC00562	100861549	13q14.2
SUCLA2	8803	13q14.2
NUDT15	55270	13q14.2
MED4-AS1	100873965	13q14.2
MED4	29079	13q14.2
ITM2B	9445	13q14.2
LINC00441	100862704	13q14.2
RB1	5925	13q14.2
LPAR6	10161	13q14.2
RCBTB2	1102	13q14.2
LINC00462	100129597	13q14.2
CYSLTR2	57105	13q14.2
FNDC3A	22862	13q14.2
MLNR	2862	13q14.2
LOC105370203	105370203	13q14.2
CDADC1	81602	13q14.2
CAB39L	81617	13q14.2
SETDB2-PHF11	107303344	13q14.2
SETDB2	83852	13q14.2
PHF11	51131	13q14.2
RCBTB1	55213	13q14.2
ARL11	115761	13q14.2
EBPL	84650	13q14.2
KPNA3	3839	13q14.2
CTAGE10P	220429	13q14.2
SPRYD7	57213	13q14.2
DLEU1-AS1	103689915	13q14.3
DLEU1	10301	13q14.2
DLEU2	8847	13q14.2
DLEU7-AS1	100874074	13q14.3
DLEU7	220107	13q14.3
GUCY1B2	2974	13q14.3
KCNRG	283518	13q14.2
MIR15A	406948	13q14.2
MIR16-1	406950	13q14.2
MIR3613	100500908	13q14.2
RNASEH2B-AS1	100874255	13q14.3
RNASEH2B	79621	13q14.3
ST13P4	145165	13q14.2
TRIM13	10206	13q14.2
LINC00371	647166	13q14.3
FAM124A	220108	13q14.3
SERPINE3	647174	13q14.3
MIR5693	100847003	13q14.3
INTS6	26512	13q14.3
INTS6-AS1	100507398	13q14.3
MIR4703	100616423	13q14.3
WDFY2	115825	13q14.3
DHRS12	79758	13q14.3
LINC00282	283521	13q14.3
CCDC70	83446	13q14.3
ATP7B	540	13q14.3
ALG11	440138	13q14.3
UTP14C	9724	13q14.3
NEK5	341676	13q14.3
LOC101929657	101929657	13q14.3
NEK3	4752	13q14.3
MRPS31P5	100887750	13q14.3
LOC103191607	103191607	13q14.3
THSD1	55901	13q14.3
VPS36	51028	13q14.3
CKAP2	26586	13q14.3
TPTE2P3	220115	13q14.3
HNRNPA1L2	144983	13q14.3
SUGT1	10910	13q14.3
LECT1	11061	13q14.3
MIR759	100313778	13q14.3
PCDH8	5100	13q14.3
OLFM4	10562	13q14.3
LINC01065	102723875	13q14.3
LINC00558	100861552	13q14.3
LINC00458	100507428	13q14.3
MIR1297	100302187	13q14.3
MIR5007	100846996	13q21.1
PRR20A	122183	13q21.1
PRR20B	729233	13q21.1
PRR20C	729240	13q21.1
PRR20D	729246	13q21.1
PCDH17	27253	13q21.1
LOC101926897	101926897	13q21.1
LINC00374	106144531	13q21.1
DIAPH3	81624	13q21.2
DIAPH3-AS1	100874195	13q21.2
DIAPH3-AS2	100874196	13q21.2
LINC00434	100874169	13q21.2
TDRD3	81550	13q21.2
LINC00378	101926930	13q21.2
MIR3169	100422973	13q21.2
PCDH20	64881	13q21.2
LOC101926951	101926951	13q21.2
LINC00358	100874143	13q21.31
LINC01075	103752583	13q21.31
LINC00448	100874176	13q21.31
LINC00376	104355293	13q21.31
LINC00395	100874157	13q21.31
LOC102723968	102723968	13q21.31
OR7E156P	283491	13q21.31
LINC01052	105370242	13q21.32
MIR548X2	100616302	13q21.32
MIR4704	100616205	13q21.32
PCDH9	5101	13q21.32
PCDH9-AS2	100874064	13q21.32
PCDH9-AS3	100874086	13q21.32
PCDH9-AS4	100874087	13q21.32
LINC00364	100874145	13q21.32
LINC00550	338862	13q21.33
LINC00383	103689913	13q21.33
KLHL1	57626	13q21.33
ATXN8OS	6315	13q21.33
LINC00348	100885781	13q21.33
DACH1	1602	13q21.33
MZT1	440145	13q21.33
BORA	79866	13q21.33
DIS3	22894	13q21.33
PIBF1	10464	13q21.33
KLF5	688	13q22.1
LINC00392	100874155	13q22.1
KLF12	11278	13q22.1
LINC00381	100874151	13q22.1
LINC00347	338864	13q22.1
CTAGE11P	647288	13q22.2
LINC01078	106144536	13q22.2
TBC1D4	9882	13q22.2
COMMD6	170622	13q22.2
UCHL3	7347	13q22.2
LMO7-AS1	101927155	13q22.2
LMO7	4008	13q22.2
LMO7DN	729420	13q22.2
LMO7DN-IT1	104326189	13q22.2
KCTD12	115207	13q22.3
BTF3P11	690	13q22.3
ACOD1	730249	13q22.3
CLN5	1203	13q22.3
FBXL3	26224	13q22.3
MYCBP2-AS1	100874212	13q22.3
MYCBP2	23077	13q22.3
SCEL	8796	13q22.3
SCEL-AS1	104355296	13q22.3
LOC100129307	100129307	13q22.3
MIR3665	100500861	13q22.3
SLAIN1	122060	13q22.3
EDNRB-AS1	100505518	13q22.3
EDNRB	1910	13q22.3
LINC01069	101927176	13q22.3
LINC00446	100874175	13q22.3
RNF219-AS1	100874222	13q22.3
POU4F1	5457	13q31.1
RNF219	79596	13q31.1
LINC00331	100874126	13q31.1
RBM26	64062	13q31.1
RBM26-AS1	100505538	13q31.1
NDFIP2-AS1	100874208	13q31.1
NDFIP2	54602	13q31.1
LINC01068	103724388	13q31.1
LINC01038	102724076	13q31.1
LINC00382	101927195	13q31.1
LINC01080	101515984	13q31.1
SPRY2	10253	13q31.1
LINC00377	103724386	13q31.1
LINC00564	100861546	13q31.1
SLITRK1	114798	13q31.1
LINC00333	100874128	13q31.1
SNORA107	106635542	13q31.1
LINC00375	104355140	13q31.1
LINC00351	100874137	13q31.1
SLITRK6	84189	13q31.1
LINC00430	106144533	13q31.1
MIR4500HG	642345	13q31.2
MIR4500	100616182	13q31.2
SLITRK5	26050	13q31.2
LINC00397	101930749	13q31.2
LOC105370306	105370306	13q31.2
LINC00433	100874168	13q31.2
LINC00560	100861553	13q31.2
LINC01047	105616982	13q31.2
LINC00440	100874172	13q31.2
LINC01040	105370308	13q31.3
LINC00353	100874139	13q31.3
LINC00559	100874187	13q31.3
MIR622	693207	13q31.3
LINC01049	101927224	13q31.3
LINC00410	144776	13q31.3
LINC00380	101930747	13q31.3
LINC00379	100874150	13q31.3
MIR17HG	407975	13q31.3
MIR17	406952	13q31.3
MIR18A	406953	13q31.3
MIR19A	406979	13q31.3
MIR19B1	406980	13q31.3
MIR20A	406982	13q31.3
MIR92A1	407048	13q31.3
GPC5	2262	13q31.3
GPC5-AS2	100873970	13q31.3
MIR548AS	100847092	13q31.3
GPC5-AS1	100873969	13q31.3
LINC00363	104326053	13q31.3
GPC6	10082	13q31.3
GPC6-AS2	100873973	13q31.3
GPC6-AS1	100873972	13q31.3
DCT	1638	13q32.1
TGDS	23483	13q32.1
GPR180	160897	13q32.1
LOC101927248	101927248	13q32.1
SOX21	11166	13q32.1
SOX21-AS1	100507533	13q32.1
LOC101927284	101927284	13q32.1
LINC00557	100861544	13q32.1
ABCC4	10257	13q32.1
CLDN10	9071	13q32.1
CLDN10-AS1	100874194	13q32.1
DZIP1	22873	13q32.1
DNAJC3-AS1	100289274	13q32.1
DNAJC3	5611	13q32.1
UGGT2	55757	13q32.1
HS6ST3	266722	13q32.1
MIR4501	100616137	13q32.1
LINC00359	100887754	13q32.1
OXGR1	27199	13q32.1
LINC00456	103625683	13q32.1
MBNL2	10150	13q32.1
RAP2A	5911	13q32.1
IPO5	3843	13q32.2
FARP1	10160	13q32.2
RNF113B	140432	13q32.2
MIR3170	100422881	13q32.2
STK24	8428	13q32.2
SLC15A1	6564	13q32.2
DOCK9	23348	13q32.3
DOCK9-AS1	100874096	13q32.3
DOCK9-AS2	100861541	13q32.3
UBAC2-AS1	100289373	13q32.3
UBAC2	337867	13q32.3
GPR18	2841	13q32.3
GPR183	1880	13q32.3
FKSG29	100131561	13q32.3
MIR623	693208	13q32.3
LINC01232	102725509	13q32.3
LINC00449	106478991	13q32.3
TM9SF2	9375	13q32.3
LINC01039	104355149	13q32.3
CLYBL	171425	13q32.3
MIR4306	100422861	13q32.3
CLYBL-AS2	100874063	13q32.3
CLYBL-AS1	101927465	13q32.3
LOC101927437	101927437	13q32.3
ZIC5	85416	13q32.3
ZIC2	7546	13q32.3
LINC00554	100861542	13q32.3
LOC105370333	105370333	13q32.3
PCCA	5095	13q32.3
PCCA-AS1	100885777	13q32.3
GGACT	87769	13q32.3
TMTC4	84899	13q32.3
NALCN-AS1	100885778	13q32.3
LINC00411	100874161	13q32.3
NALCN	259232	13q32.3
ITGBL1	9358	13q33.1
FGF14	2259	13q33.1
MIR2681	100616110	13q33.1
MIR4705	100616239	13q33.1
FGF14-IT1	283480	13q33.1
FGF14-AS1	100874081	13q33.1
FGF14-AS2	283481	13q33.1
TPP2	7174	13q33.1
METTL21C	196541	13q33.1
CCDC168	643677	13q33.1
TEX30	93081	13q33.1
KDELC1	79070	13q33.1
BIVM	54841	13q33.1
BIVM-ERCC5	100533467	13q33.1
ERCC5	2073	13q33.1
METTL21EP	121952	13q33.1
SLC10A2	6555	13q33.1
LINC01309	104326190	13q33.1
DAOA-AS1	282706	13q33.2
DAOA	267012	13q33.2
LINC00343	144920	13q33.2
LINC00460	728192	13q33.2
EFNB2	1948	13q33.3
ARGLU1	55082	13q33.3
LINC00551	283483	13q33.3
LINC00443	100874173	13q33.3
FAM155A	728215	13q33.3
MIR1267	100302286	13q33.3
FAM155A-IT1	100874375	13q33.3
LIG4	3981	13q33.3
ABHD13	84945	13q33.3
TNFSF13B	10673	13q33.3
MYO16	23026	13q33.3
MYO16-AS1	100885782	13q33.3
LINC00399	104326054	13q33.3
LINC00676	101409253	13q34
IRS2	8660	13q34
LINC00396	104355146	13q34
COL4A1	1282	13q34
COL4A2	1284	13q34
MIR8073	102465872	13q34
COL4A2-AS2	100129836	13q34
COL4A2-AS1	100874203	13q34
RAB20	55647	13q34
NAXD	55739	13q34
CARS2	79587	13q34
ING1	3621	13q34
LINC00567	283486	13q34
LINC00346	283487	13q34
ANKRD10	55608	13q34
LINC00431	104355135	13q34
LINC00368	101927802	13q34
ARHGEF7-AS2	100874238	13q34
ARHGEF7	8874	13q34
ARHGEF7-AS1	100874226	13q34
LOC101060553	101060553	13q34
TEX29	121793	13q34
LOC105370369	105370369	13q34
LINC00354	101928616	13q34
LINC00403	100505996	13q34
SOX1	6656	13q34
LOC100506016	100506016	13q34
LINC01070	101928698	13q34
LOC101928730	101928730	13q34
LINC01043	101928752	13q34
LINC01044	104266956	13q34
SPACA7	122258	13q34
TUBGCP3	10426	13q34
ATP11AUN	400165	13q34
ATP11A	23250	13q34
ATP11A-AS1	100874205	13q34
MCF2L-AS1	100289410	13q34
MCF2L	23263	13q34
F7	2155	13q34
F10	2159	13q34
F10-AS1	104413892	13q34
PROZ	8858	13q34
PCID2	55795	13q34
CUL4A	8451	13q34
MIR8075	102465874	13q34
LAMP1	3916	13q34
GRTP1	79774	13q34
GRTP1-AS1	100874068	13q34
LOC101928841	101928841	13q34
ADPRHL1	113622	13q34
DCUN1D2	55208	13q34
TMCO3	55002	13q34
TFDP1	7027	13q34
ATP4B	496	13q34
GAS6-AS1	650669	13q34
GAS6-AS2	100506394	13q34
GAS6	2621	13q34
GRK1	6011	13q34
LINC00552	100130386	13q34
TMEM255B	348013	13q34
LINC00454	100874178	13q34
LINC00452	643365	13q34
LINC00565	100861555	13q34
RASA3	22821	13q34
CDC16	8881	13q34
CHAMP1	283489	13q34
LINC01054	104355150	13q34
MIR4502	100616227	13q34
MIR548AR	100847035	13q34
UPF3A	65110	13q34
BMS1P17|chr14	101101776	14q11.2
BMS1P22|chr14	106480334	14q11.2
DUXAP10	503639	14q11.2
LINC01296	642477	14q11.2
LOC100508046	100508046	14q11.2
LOC101929572	101929572	14q11.2
LOC642426	642426	14q11.2
OR11H12	440153	14q11.2
OR11H2	79334	14q11.2
OR4K14	122740	14q11.2
OR4K15	81127	14q11.2
OR4K1	79544	14q11.2
OR4K2	390431	14q11.2
OR4K5	79317	14q11.2
OR4M1	441670	14q11.2
OR4N2	390429	14q11.2
OR4Q3	441669	14q11.2
POTEG	404785	14q11.2
POTEH-AS1|chr14	100852406	14q11.2
POTEM	641455	14q11.2
OR4K13	390433	14q11.2
OR4L1	122742	14q11.2
OR4K17	390436	14q11.2
OR4N5	390437	14q11.2
OR11G2	390439	14q11.2
OR11H6	122748	14q11.2
OR11H4	390442	14q11.2
TTC5	91875	14q11.2
CCNB1IP1	57820	14q11.2
SNORD126	100113391	14q11.2
hsa-mir-1201	-740	14q11.2
RPPH1	85495	14q11.2
PARP2	10038	14q11.2
TEP1	7011	14q11.2
KLHL33	123103	14q11.2
OSGEP	55644	14q11.2
APEX1	328	14q11.2
TMEM55B	90809	14q11.2
PNP	4860	14q11.2
RNASE10	338879	14q11.2
RNASE9	390443	14q11.2
RNASE11	122651	14q11.2
LOC254028	254028	14q11.2
RNASE12	493901	14q11.2
OR6S1	341799	14q11.2
ANG	283	14q11.2
RNASE4	6038	14q11.2
EDDM3A	10876	14q11.2
EDDM3B	64184	14q11.2
RNASE6	6039	14q11.2
RNASE1	6035	14q11.2
ECRP	643332	14q11.2
RNASE2	6036	14q11.2
RNASE3	6037	14q11.2
METTL17	64745	14q11.2
LOC101929718	101929718	14q11.2
SLC39A2	29986	14q11.2
NDRG2	57447	14q11.2
MIR6717	102465428	14q11.2
TPPP2	122664	14q11.2
RNASE13	440163	14q11.2
RNASE7	84659	14q11.2
RNASE8	122665	14q11.2
ARHGEF40	55701	14q11.2
ZNF219	51222	14q11.2
TMEM253	643382	14q11.2
OR5AU1	390445	14q11.2
LINC00641	283624	14q11.2
HNRNPC	3183	14q11.2
RPGRIP1	57096	14q11.2
SUPT16H	11198	14q11.2
CHD8	57680	14q11.2
SNORD9	692053	14q11.2
SNORD8	319103	14q11.2
RAB2B	84932	14q11.2
TOX4	9878	14q11.2
METTL3	56339	14q11.2
SALL2	6297	14q11.2
OR10G3	26533	14q11.2
OR10G2	26534	14q11.2
ABHD4	63874	14q11.2
DAD1	1603	14q11.2
OR4E1	26687	14q11.2
OR4E2	26686	14q11.2
OXA1L	5018	14q11.2
SLC7A7	9056	14q11.2
MRPL52	122704	14q11.2
MMP14	4323	14q11.2
LRP10	26020	14q11.2
REM2	161253	14q11.2
RBM23	55147	14q11.2
PRMT5-AS1	100505758	14q11.2
PRMT5	10419	14q11.2
LOC101926933	101926933	14q11.2
HAUS4	54930	14q11.2
MIR4707	100616424	14q11.2
AJUBA	84962	14q11.2
C14orf93	60686	14q11.2
PSMB5	5693	14q11.2
PSMB11	122706	14q11.2
CDH24	64403	14q11.2
ACIN1	22985	14q11.2
C14orf119	55017	14q11.2
CEBPE	1053	14q11.2
SLC7A8	23428	14q11.2
RNF212B	100507650	14q11.2
HOMEZ	57594	14q11.2
PPP1R3E	90673	14q11.2
BCL2L2-PABPN1	100529063	14q11.2
BCL2L2	599	14q11.2
PABPN1	8106	14q11.2
SLC22A17	51310	14q11.2
EFS	10278	14q11.2
IL25	64806	14q11.2
CMTM5	116173	14q11.2
MYH6	4624	14q11.2
MIR208A	406990	14q11.2
MYH7	4625	14q11.2
MHRT	104564225	14q11.2
MIR208B	100126336	14q11.2
NGDN	25983	14q11.2
THTPA	79178	14q11.2
ZFHX2	85446	14q11.2
AP1G2	8906	14q11.2
LOC102724814	102724814	14q11.2
JPH4	84502	14q11.2
DHRS2	10202	14q11.2
DHRS4-AS1	55449	14q11.2
DHRS4	10901	14q11.2
DHRS4L1	728635	14q11.2
DHRS4L2	317749	14q11.2
CARMIL3	90668	14q11.2
CPNE6	9362	14q11.2
NRL	4901	14q11.2
PCK2	5106	14q11.2
DCAF11	80344	14q12
FITM1	161247	14q12
EMC9	51016	14q12
PSME1	5720	14q12
MIR7703	102465801	14q12
PSME2	5721	14q12
RNF31	55072	14q12
IRF9	10379	14q12
REC8	9985	14q12
IPO4	79711	14q12
TM9SF1	10548	14q12
CHMP4A	29082	14q12
TSSK4	283629	14q12
MDP1	145553	14q12
NEDD8-MDP1	100528064	14q12
NEDD8	4738	14q12
GMPR2	51292	14q12
TINF2	26277	14q12
TGM1	7051	14q12
RABGGTA	5875	14q12
DHRS1	115817	14q12
NOP9	161424	14q12
CIDEB	27141	14q12
LTB4R2	56413	14q12
LTB4R	1241	14q12
ADCY4	196883	14q12
RIPK3	11035	14q12
NFATC4	4776	14q12
NYNRIN	57523	14q12
CBLN3	643866	14q12
KHNYN	23351	14q12
SDR39U1	56948	14q12
CMA1	1215	14q12
LOC101927045	101927045	14q12
CTSG	1511	14q12
GZMH	2999	14q12
GZMB	3002	14q12
STXBP6	29091	14q12
NOVA1	4857	14q12
LOC101927062	101927062	14q12
LOC102724890	102724890	14q12
MIR4307HG	101927081	14q12
MIR4307	100423019	14q12
LINC00645	100505967	14q12
MIR3171	100422830	14q12
FOXG1-AS1	103695363	14q12
FOXG1	2290	14q12
LINC01551	387978	14q12
LOC105370424	105370424	14q12
PRKD1	5587	14q12
G2E3	55632	14q12
SCFD1	23256	14q12
COCH	1690	14q12
LOC100506071	100506071	14q12
STRN3	29966	14q12
MIR624	693209	14q12
AP4S1	11154	14q12
HECTD1	25831	14q12
HEATR5A	25938	14q12
LOC101927124	101927124	14q12
DTD2	112487	14q12
GPR33	2856	14q12
NUBPL	80224	14q12
ARHGAP5-AS1	84837	14q12
ARHGAP5	394	14q12
RNU6-1|chr14	26827	14q12
RNU6-2|chr14	103625684	14q12
RNU6-7|chr14	101954275	14q12
AKAP6	9472	14q12
hsa-mir-3172	-832	14q12
NPAS3	64067	14q13.1
SNORA89	106635522	14q13.1
EGLN3	112399	14q13.1
SPTSSA	171546	14q13.1
EAPP	55837	14q13.1
RNU1-1|chr14	26871	14q13.1
RNU1-2|chr14	26870	14q13.1
RNU1-3|chr14	26869	14q13.1
RNU1-4|chr14	6060	14q13.1
SNX6	58533	14q13.1
CFL2	1073	14q13.1
BAZ1A	11177	14q13.1
IGBP1P1	280655	14q13.2
SRP54	6729	14q13.2
FAM177A1	283635	14q13.2
LOC101927178	101927178	14q13.2
PPP2R3C	55012	14q13.2
KIAA0391	9692	14q13.2
PSMA6	5687	14q13.2
NFKBIA	4792	14q13.2
INSM2	84684	14q13.2
RALGAPA1	253959	14q13.2
SNORA101B	107399303	14q13.2
BRMS1L	84312	14q13.2
LINC00609	101101773	14q13.2
PTCSC3	100886964	14q13.3
MBIP	51562	14q13.3
SFTA3	253970	14q13.3
NKX2-1-AS1	100506237	14q13.3
NKX2-1	7080	14q13.3
NKX2-8	26257	14q13.3
PAX9	5083	14q13.3
SLC25A21	89874	14q13.3
MIR4503	100616280	14q13.3
SLC25A21-AS1	100129794	14q13.3
MIPOL1	145282	14q13.3
FOXA1	3169	14q21.1
TTC6	319089	14q21.1
LINC00517	400208	14q21.1
SSTR1	6751	14q21.1
CLEC14A	161198	14q21.1
LINC00639	283547	14q21.1
LOC105370457	105370457	14q21.1
SEC23A	10484	14q21.1
GEMIN2	8487	14q21.1
TRAPPC6B	122553	14q21.1
PNN	5411	14q21.1
CTAGE5	4253	14q21.1
LOC100288846	100288846	14q21.1
FBXO33	254170	14q21.1
LOC644919	644919	14q21.1
LRFN5	145581	14q21.1
FSCB	84075	14q21.2
LOC105370473	105370473	14q21.2
C14orf28	122525	14q21.2
LOC101927418	101927418	14q21.2
KLHL28	54813	14q21.2
FAM179B	23116	14q21.2
PRPF39	55015	14q21.2
SNORD127	100113389	14q21.2
FKBP3	2287	14q21.2
FANCM	57697	14q21.2
MIS18BP1	55320	14q21.2
LINC00871	100506412	14q21.2
RPL10L	140801	14q21.2
MDGA2	161357	14q21.3
LINC00648	100506433	14q21.3
MIR548Y	100500919	14q21.3
RPS29	6235	14q21.3
RN7SL1	6029	14q21.3
LRR1	122769	14q21.3
MGAT2	4247	14q21.3
RPL36AL	6166	14q21.3
DNAAF2	55172	14q21.3
POLE2	5427	14q21.3
KLHDC1	122773	14q21.3
KLHDC2	23588	14q21.3
NEMF	9147	14q21.3
RN7SL2	378706	14q21.3
ARF6	382	14q21.3
MIR6076	102464828	14q21.3
LINC01588	283551	14q21.3
LINC01599	196913	14q21.3
VCPKMT	79609	14q21.3
SOS2	6655	14q21.3
L2HGDH	79944	14q21.3
MIR4504	100616261	14q21.3
ATP5S	27109	14q21.3
CDKL1	8814	14q21.3
MAP4K5	11183	14q22.1
ATL1	51062	14q22.1
SAV1	60485	14q22.1
NIN	51199	14q22.1
LOC105370489	105370489	14q22.1
ABHD12B	145447	14q22.1
PYGL	5836	14q22.1
TRIM9	114088	14q22.1
TMX1	81542	14q22.1
LINC00640	283553	14q22.1
FRMD6-AS2	100874185	14q22.1
FRMD6	122786	14q22.1
FRMD6-AS1	145438	14q22.1
GNG2	54331	14q22.1
LOC102723604	102723604	14q22.1
C14orf166	51637	14q22.1
NID2	22795	14q22.1
PTGDR	5729	14q22.1
PTGER2	5732	14q22.1
TXNDC16	57544	14q22.1
GPR137C	283554	14q22.1
ERO1A	30001	14q22.1
PSMC6	5706	14q22.1
STYX	6815	14q22.1
GNPNAT1	64841	14q22.1
FERMT2	10979	14q22.1
DDHD1	80821	14q22.1
LOC101927620	101927620	14q22.1
MIR5580	100847076	14q22.2
BMP4	652	14q22.2
CDKN3	1033	14q22.2
CNIH1	10175	14q22.2
GMFB	2764	14q22.2
CGRRF1	10668	14q22.2
SAMD4A	23034	14q22.2
GCH1	2643	14q22.2
MIR4308	100422984	14q22.2
WDHD1	11169	14q22.2
SOCS4	122809	14q22.3
MAPK1IP1L	93487	14q22.3
LGALS3	3958	14q22.3
DLGAP5	9787	14q22.3
FBXO34	55030	14q22.3
ATG14	22863	14q22.3
TBPL2	387332	14q22.3
KTN1-AS1	100129075	14q22.3
KTN1	3895	14q22.3
LINC00520	645687	14q22.3
RPL13AP3	645683	14q22.3
PELI2	57161	14q22.3
LOC101927690	101927690	14q22.3
TMEM260	54916	14q22.3
OTX2	5015	14q22.3
OTX2-AS1	100309464	14q22.3
EXOC5	10640	14q22.3
AP5M1	55745	14q22.3
NAA30	122830	14q22.3
C14orf105	55195	14q22.3
SLC35F4	341880	14q22.3
C14orf37	145407	14q23.1
ACTR10	55860	14q23.1
PSMA3	5684	14q23.1
PSMA3-AS1	379025	14q23.1
ARID4A	5926	14q23.1
TOMM20L	387990	14q23.1
TIMM9	26520	14q23.1
KIAA0586	9786	14q23.1
DACT1	51339	14q23.1
LINC01500	102723742	14q23.1
DAAM1	23002	14q23.1
GPR135	64582	14q23.1
L3HYPDH	112849	14q23.1
JKAMP	51528	14q23.1
CCDC175	729665	14q23.1
RTN1	6252	14q23.1
MIR5586	100847088	14q23.1
LRRC9	341883	14q23.1
PCNX4	64430	14q23.1
DHRS7	51635	14q23.1
PPM1A	5494	14q23.1
C14orf39	317761	14q23.1
SIX6	4990	14q23.1
SALRNA1	104548971	14q23.1
SIX1	6495	14q23.1
SIX4	51804	14q23.1
MNAT1	4331	14q23.1
TRMT5	57570	14q23.1
SLC38A6	145389	14q23.1
TMEM30B	161291	14q23.1
PRKCH	5583	14q23.1
LOC101927780	101927780	14q23.1
FLJ22447	400221	14q23.1
HIF1A-AS1	100750246	14q23.2
HIF1A	3091	14q23.2
HIF1A-AS2	100750247	14q23.2
SNAPC1	6617	14q23.2
SYT16	83851	14q23.2
LINC00643	646113	14q23.2
LINC00644	101954204	14q23.2
KCNH5	27133	14q23.2
RHOJ	57381	14q23.2
GPHB5	122876	14q23.2
PPP2R5E	5529	14q23.2
WDR89	112840	14q23.2
SGPP1	81537	14q23.2
SYNE2	23224	14q23.2
MIR548H1	100313830	14q23.2
ESR2	2100	14q23.2
TEX21P	441687	14q23.3
MTHFD1	4522	14q23.3
ZBTB25	7597	14q23.3
AKAP5	9495	14q23.3
ZBTB1	22890	14q23.3
LOC102723809	102723809	14q23.3
HSPA2	3306	14q23.3
PPP1R36	145376	14q23.3
PLEKHG3	26030	14q23.3
SPTB	6710	14q23.3
MIR7855	102465841	14q23.3
CHURC1-FNTB	100529261	14q23.3
CHURC1	91612	14q23.3
GPX2	2877	14q23.3
RAB15	376267	14q23.3
FNTB	2342	14q23.3
MAX	4149	14q23.3
MIR4706	100616490	14q23.3
LOC100506321	100506321	14q23.3
LOC100128233	100128233	14q23.3
MIR4708	100616176	14q23.3
FUT8-AS1	645431	14q23.3
FUT8	2530	14q23.3
MIR625	693210	14q23.3
LINC00238	440184	14q23.3
GPHN	10243	14q23.3
FAM71D	161142	14q23.3
MPP5	64398	14q23.3
ATP6V1D	51382	14q23.3
EIF2S1	1965	14q23.3
PLEK2	26499	14q23.3
MIR5694	100847064	14q24.1
TMEM229B	161145	14q24.1
PLEKHH1	57475	14q24.1
PIGH	5283	14q24.1
ARG2	384	14q24.1
VTI1B	10490	14q24.1
RDH11	51109	14q24.1
RDH12	145226	14q24.1
ZFYVE26	23503	14q24.1
RAD51B	5890	14q24.1
LOC100996664	100996664	14q24.1
ZFP36L1	677	14q24.1
ACTN1	87	14q24.1
ACTN1-AS1	161159	14q24.1
DCAF5	8816	14q24.1
EXD2	55218	14q24.1
GALNT16	57452	14q24.1
ERH	2079	14q24.1
SLC39A9	55334	14q24.1
PLEKHD1	400224	14q24.1
CCDC177	56936	14q24.1
SUSD6	9766	14q24.1
LOC100289511	100289511	14q24.1
SRSF5	6430	14q24.1
SLC10A1	6554	14q24.1
SMOC1	64093	14q24.2
SLC8A3	6547	14q24.2
LOC646548	646548	14q24.2
ADAM21P1	145241	14q24.2
COX16	51241	14q24.2
SYNJ2BP-COX16	100529257	14q24.2
SYNJ2BP	55333	14q24.2
ADAM21	8747	14q24.2
ADAM20P1	317760	14q24.2
ADAM20	8748	14q24.2
MED6	10001	14q24.2
LOC101928075	101928075	14q24.2
TTC9	23508	14q24.2
LINC01269	103695436	14q24.2
MAP3K9	4293	14q24.2
PCNX1	22990	14q24.2
SNORD56B	319139	14q24.2
LOC145474	145474	14q24.2
SIPA1L1	26037	14q24.2
RGS6	9628	14q24.2
MIR7843	102465832	14q24.2
DPF3	8110	14q24.2
DCAF4	26094	14q24.2
ZFYVE1	53349	14q24.2
RBM25	58517	14q24.2
PSEN1	5663	14q24.2
PAPLN	89932	14q24.2
LOC101928123	101928123	14q24.2
NUMB	8650	14q24.2
LOC101928143	101928143	14q24.3
HEATR4	399671	14q24.3
C14orf169	79697	14q24.3
ACOT1	641371	14q24.3
ACOT2	10965	14q24.3
ACOT4	122970	14q24.3
ACOT6	641372	14q24.3
DNAL1	83544	14q24.3
PNMA1	9240	14q24.3
ELMSAN1	91748	14q24.3
MIR4505	100616158	14q24.3
LOC100506476	100506476	14q24.3
LOC100506498	100506498	14q24.3
PTGR2	145482	14q24.3
ZNF410	57862	14q24.3
FAM161B	145483	14q24.3
COQ6	51004	14q24.3
ENTPD5	957	14q24.3
BBOF1	80127	14q24.3
ALDH6A1	4329	14q24.3
LIN52	91750	14q24.3
VSX2	338917	14q24.3
ABCD4	5826	14q24.3
VRTN	55237	14q24.3
SYNDIG1L	646658	14q24.3
MIR4709	100616211	14q24.3
NPC2	10577	14q24.3
ISCA2	122961	14q24.3
LTBP2	4053	14q24.3
AREL1	9870	14q24.3
FCF1	51077	14q24.3
YLPM1	56252	14q24.3
PROX2	283571	14q24.3
DLST	1743	14q24.3
RPS6KL1	83694	14q24.3
PGF	5228	14q24.3
EIF2B2	8892	14q24.3
MLH3	27030	14q24.3
ACYP1	97	14q24.3
