Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Karyotype band
ENSG00000275719	19	46787815	46789043	q13.32
ENSG00000269741	19	50996018	51009581	q13.41
ENSG00000285108	8	129685401	129723023	q24.21
ENSG00000040275	5	169583634	169604778	q35.1
ENSG00000231046	6	111227747	111259034	q21
ENSG00000233009	13	100708325	101059286	q32.3
ENSG00000133641	12	88033846	88050160	q21.32
ENSG00000214051	13	100756551	100757059	q32.3
ENSG00000242058	18	9020029	9020764	p11.22
ENSG00000228674	19	50927079	50927571	q13.41
ENSG00000236366	6	142526455	142637889	q24.2
ENSG00000136297	7	4905989	4959213	p22.1
ENSG00000257912	12	87795733	87802028	q21.32
ENSG00000265943	18	22699481	22933764	q11.2
ENSG00000227747	1	198949016	198949805	q32.1
ENSG00000229989	1	198807493	198937429	q32.1
ENSG00000123561	X	106032442	106038738	q22.3
ENSG00000213100	X	45983365	45984364	p11.3
ENSG00000224701	X	45951762	45952333	p11.3
ENSG00000235462	Y	13153931	13162214	q11.221
ENSG00000233091	CHR_HSCHR6_MHC_DBB_CTG1	30687065	30687794	
ENSG00000231566	X	45848074	45851490	p11.3
ENSG00000106400	7	101217668	101224190	q22.1
ENSG00000250666	4	189881515	189884868	q35.2
ENSG00000140474	15	74836116	74843346	q24.1
ENSG00000274146	CHR_HSCHR19KIR_G085_BA1_HAP_CTG3_1	54802891	54817199	
ENSG00000130203	19	44905754	44909393	q13.32
ENSG00000230953	1	52920422	52920596	p32.3
ENSG00000166987	12	57520710	57530148	q13.3
ENSG00000178295	2	17753858	17788941	p24.2
ENSG00000165097	6	18155329	18223853	p22.3
ENSG00000227669	CHR_HSCHR6_MHC_DBB_CTG1	29879367	29882089	
ENSG00000160305	21	46458899	46569852	q22.3
ENSG00000013392	6	83193379	83198932	q14.1
ENSG00000285133	12	57517712	57520480	q13.3
ENSG00000258719	14	78695321	78698122	q24.3
ENSG00000258723	14	78279572	78283376	q24.3
ENSG00000258829	14	79072132	79074767	q31.1
ENSG00000232508	2	88364695	88365608	p11.2
ENSG00000125630	2	112541915	112577150	q14.1
ENSG00000075089	12	100199122	100241865	q23.1
ENSG00000237341	X	49198966	49202454	p11.23
ENSG00000218809	6	41269875	41270239	p21.1
ENSG00000102312	X	48508962	48520814	p11.23
ENSG00000162378	1	52726467	52827342	p32.3
ENSG00000258167	12	40395853	40443847	q12
ENSG00000235299	1	112625906	112626224	p13.2
ENSG00000197588	19	50882096	50896398	q13.33
ENSG00000259023	14	101405987	101407922	q32.31
ENSG00000258497	14	101257332	101278318	q32.31
ENSG00000253408	8	42233675	42271197	p11.21
ENSG00000242169	4	188349376	188350024	q35.2
ENSG00000259772	15	31221999	31230838	q13.3
ENSG00000270091	17	19896590	19897287	p11.2
ENSG00000253633	8	102528740	102538668	q22.3
ENSG00000264424	17	10443290	10469559	p13.1
ENSG00000233913	5	168616352	168616996	q34
ENSG00000227811	1	111739841	111747798	p13.2
ENSG00000242034	4	9553614	9553985	p16.1
ENSG00000203618	22	19722945	19724771	q11.21
ENSG00000236095	9	94900429	94904754	q22.32
ENSG00000125629	2	118088452	118110997	q14.1
ENSG00000184108	4	188139419	188147743	q35.2
ENSG00000064703	1	111755245	111768016	p13.2
ENSG00000213149	6	110858239	110859147	q21
ENSG00000273353	22	45178990	45179310	q13.31
ENSG00000232633	5	113323028	113437174	q22.2
ENSG00000232482	1	23410832	23412146	p36.12
ENSG00000196369	1	144887265	145095528	q21.1
ENSG00000116473	1	111542218	111716691	p13.2
ENSG00000135549	6	122471917	122726373	q22.31
ENSG00000143110	1	111473792	111478512	p13.2
ENSG00000227030	CHR_HSCHR6_MHC_DBB_CTG1	29800417	29801213	
ENSG00000197380	19	46647612	46661138	q13.32
ENSG00000236407	1	80283352	80283970	p31.1
ENSG00000277670	1	80124004	80124361	p31.1
ENSG00000248919	7	99419749	99466197	q22.1
ENSG00000184619	17	8356902	8376711	p13.1
ENSG00000258654	15	20344736	20359166	q11.1
ENSG00000233430	1	143811359	143825837	q21.1
ENSG00000013573	12	31073845	31104791	p11.21
ENSG00000236012	1	111380291	111380571	p13.2
ENSG00000236987	11	3276045	3276390	p15.4
ENSG00000258736	14	104653548	104655787	q32.33
ENSG00000218823	7	4857733	4861994	p22.1
ENSG00000106367	7	101154400	101161596	q22.1
ENSG00000137965	1	78649796	78664078	p31.1
ENSG00000134216	1	111290862	111320566	p13.2
ENSG00000164291	5	95555074	95605064	q15
ENSG00000236733	9	68822403	68843275	q21.11
ENSG00000108094	10	35008551	35090642	p11.21
ENSG00000157927	7	4797055	4883719	p22.1
ENSG00000161267	3	197509783	197573323	q29
ENSG00000263142	17	46978481	47054569	q21.32
ENSG00000259095	14	20173632	20173813	q11.2
ENSG00000111653	12	6650280	6663148	p13.31
ENSG00000236028	20	46901143	46901726	q13.12
ENSG00000197734	14	77760830	77769742	q24.3
ENSG00000224629	7	157263022	157263229	q36.3
ENSG00000248958	4	129135926	129139740	q28.2
ENSG00000261018	9	133611798	133633099	q34.2
ENSG00000251345	4	129133106	129134098	q28.2
ENSG00000115204	2	27309492	27325680	p23.3
ENSG00000251107	5	76280956	76281267	q13.3
ENSG00000171100	X	150568619	150673322	q28
ENSG00000282259	CHR_HSCHR9_1_CTG5	101334084	101339373	
ENSG00000228789	6	31053450	31059890	p21.33
ENSG00000233774	Y	12618983	12634402	q11.221
ENSG00000226640	1	193678894	193727035	q31.2
ENSG00000159792	16	67893272	67929678	q22.1
ENSG00000227440	3	172828736	172829176	q26.31
ENSG00000251105	4	54076625	54076848	q12
ENSG00000278842	12	50286244	50289231	q13.12
ENSG00000223497	5	72733833	72734209	q13.2
ENSG00000167747	19	50797704	50804929	q13.33
ENSG00000248371	5	72574120	72660669	q13.2
ENSG00000167798	19	10037803	10074135	p13.2
ENSG00000172671	10	45615501	45672780	q11.22
ENSG00000141086	16	67927640	67932414	q22.1
ENSG00000249412	5	179963615	179964419	q35.3
ENSG00000165617	14	58633967	58648321	q23.1
ENSG00000144802	3	101827991	101861022	q12.3
ENSG00000168615	8	38996869	39105144	p11.22
ENSG00000235029	7	157006307	157007132	q36.3
ENSG00000116704	1	66999332	67054099	p31.3
ENSG00000225980	19	9265440	9268819	p13.2
ENSG00000129219	17	4807096	4823434	p13.2
ENSG00000226480	19	9278448	9279369	p13.2
ENSG00000271235	3	22811390	22812047	p24.3
ENSG00000184787	21	44768580	44802019	q22.3
ENSG00000134533	12	15107783	15348675	p12.3
ENSG00000226183	3	22904135	22905151	p24.3
ENSG00000142677	1	24119771	24143121	p36.11
ENSG00000251162	4	164597719	164597976	q32.3
ENSG00000278933	18	43499173	43499836	q12.3
ENSG00000236560	CHR_HSCHR6_MHC_MANN_CTG1	30061865	30065490	
ENSG00000231915	3	22989823	22991582	p24.3
ENSG00000248162	4	164725310	164726706	q32.3
ENSG00000267510	19	9291515	9294482	p13.2
ENSG00000267716	18	44039471	44040140	q12.3
ENSG00000196110	19	9294275	9309838	p13.2
ENSG00000215016	3	23134372	23134824	p24.3
ENSG00000277899	18	44522366	44523074	q12.3
ENSG00000285550	18	44214971	44342315	q12.3
ENSG00000267573	18	44320800	44322257	q12.3
ENSG00000267337	18	44323436	44531697	q12.3
ENSG00000196689	17	3565444	3609411	p13.2
ENSG00000132749	11	68707440	68751564	q13.3
ENSG00000187616	9	133514586	133528612	q34.2
ENSG00000268087	19	16610411	16636531	p13.11
ENSG00000143772	1	226631690	226739323	q42.12
ENSG00000111605	12	69239537	69274358	q15
ENSG00000138735	4	119494395	119628991	q26
ENSG00000278535	17	36591798	36600806	q12
ENSG00000232216	14	106470264	106470800	q32.33
ENSG00000135537	6	108294894	108526796	q21
ENSG00000169738	17	82035136	82037732	q25.3
ENSG00000250412	4	119334329	119378233	q26
ENSG00000267250	17	68793549	68797822	q24.2
ENSG00000211957	14	106389392	106389858	q32.33
ENSG00000274365	Y	6789153	6789344	p11.2
ENSG00000262211	5	55936143	55941727	q11.2
ENSG00000113263	5	157142933	157255191	q33.3
ENSG00000254246	5	157104788	157114900	q33.3
ENSG00000158122	9	96639577	96655303	q22.33
ENSG00000250538	4	155206529	155209027	q32.1
ENSG00000170613	5	157161846	157166264	q33.3
ENSG00000121904	1	33513999	34165842	p35.1
ENSG00000242261	7	128306649	128307678	q32.1
ENSG00000162747	1	161623196	161631963	q23.3
ENSG00000227000	1	33838523	33840140	p35.1
ENSG00000196290	2	200889327	200903930	q33.1
ENSG00000206409	CHR_HSCHR6_MHC_QBL_CTG1	31642642	31648435	
ENSG00000279300	19	17622447	17623338	p13.11
ENSG00000101203	20	63293186	63334851	q13.33
ENSG00000273112	1	161513176	161605099	q23.3
ENSG00000215644	17	81804132	81814013	q25.3
ENSG00000259118	14	65082034	65094212	q23.3
ENSG00000284167	2	143099936	143100612	q22.2
ENSG00000232772	2	143096839	143098007	q22.2
ENSG00000236300	2	143098123	143098417	q22.2
ENSG00000223806	21	38739021	38747460	q22.2
ENSG00000166035	15	58410569	58569843	q21.3
ENSG00000254783	11	86283927	86284668	q14.2
ENSG00000116030	2	202206180	202238608	q33.1
ENSG00000135185	7	87196160	87220587	q21.12
ENSG00000268335	19	20443215	20443725	p12
ENSG00000260797	16	76878274	76878936	q23.1
ENSG00000269779	19	20691336	20697615	p12
ENSG00000268560	19	20611559	20615389	p12
ENSG00000242861	1	225840883	225846522	q42.12
ENSG00000143819	1	225810092	225845563	q42.12
ENSG00000227389	CHR_HSCHR6_MHC_MCF_CTG1	30071672	30072068	
ENSG00000279078	7	127997597	128000077	q32.1
ENSG00000237160	7	95348718	95348910	q21.3
ENSG00000187908	10	122560665	122643736	q26.13
ENSG00000250539	5	123400922	123402344	q23.2
ENSG00000206258	CHR_HSCHR6_MHC_MCF_CTG1	32117595	32194037	
ENSG00000228666	6	28969130	28970460	p22.1
ENSG00000271383	1	149390623	149556361	q21.2
ENSG00000013588	12	12890782	12917937	p13.1
ENSG00000232691	CHR_HSCHR6_MHC_MCF_CTG1	30079474	30140140	
ENSG00000234599	CHR_HSCHR6_MHC_MCF_CTG1	30053572	30056871	
ENSG00000230289	9	131516558	131522229	q34.13
ENSG00000222035	2	202113626	202117058	q33.1
ENSG00000227890	2	202179297	202179971	q33.1
ENSG00000261462	7	87109539	87111282	q21.12
ENSG00000278062	CHR_HSCHR8_2_CTG7	144724139	144759649	
ENSG00000120149	5	174724533	174730893	q35.2
ENSG00000248929	5	174632932	174633209	q35.2
ENSG00000224117	13	30553670	30554693	q12.3
ENSG00000213411	13	30539597	30543461	q12.3
ENSG00000249305	3	140619694	140619837	q23
ENSG00000166006	12	75040077	75209868	q21.1
ENSG00000179751	19	39202831	39204266	q13.2
ENSG00000130714	9	131502902	131523806	q34.13
ENSG00000141867	19	15235519	15332545	p13.12
ENSG00000188646	12	74663774	74664141	q21.1
ENSG00000257386	12	74538145	74538633	q21.1
ENSG00000258104	12	49619334	49619612	q13.12
ENSG00000130717	9	131523801	131531268	q34.13
ENSG00000155026	7	5925550	5970683	p22.1
ENSG00000111785	12	106774595	106889316	q23.3
ENSG00000269635	19	15221015	15222297	p13.12
ENSG00000257287	12	72431722	72432075	q21.1
ENSG00000187741	16	89737549	89816657	q24.3
ENSG00000139287	12	71938846	72186618	q21.1
ENSG00000234583	Y	6303957	6305074	p11.2
ENSG00000225334	1	224766900	224773341	q42.12
ENSG00000229400	1	224717504	224730662	q42.12
ENSG00000120458	11	124766498	124800673	q24.2
ENSG00000266563	17	21259968	21260501	p11.2
ENSG00000279342	11	124789240	124792818	q24.2
ENSG00000158805	16	89720400	89740903	q24.3
ENSG00000234293	21	29496047	29500386	q21.3
ENSG00000249041	4	154754756	154781873	q32.1
ENSG00000224987	6	107985089	107985690	q21
ENSG00000285470	Y	5887504	5888740	p11.2
ENSG00000235175	Y	5793300	5793737	p11.2
ENSG00000196350	19	22286408	22317176	p12
ENSG00000269316	19	22609606	22610601	p12
ENSG00000237098	CHR_HSCHR6_MHC_MCF_CTG1	29887810	29888941	
ENSG00000143771	1	224356850	224379459	q42.11
ENSG00000163655	3	155870536	155944026	q25.31
ENSG00000251605	5	78307503	78307914	q14.1
ENSG00000236444	13	30422488	30428616	q12.3
ENSG00000225039	13	30419519	30422237	q12.3
ENSG00000158882	1	161225939	161230744	q23.3
ENSG00000116586	1	156054752	156058510	q22
ENSG00000158258	3	139935185	140577397	q23
ENSG00000226297	2	229003886	229004400	q36.3
ENSG00000238121	13	30340270	30377145	q12.3
ENSG00000175538	11	74454841	74467729	q13.4
ENSG00000188505	19	39196961	39201884	q13.2
ENSG00000197921	1	2528745	2530245	p36.32
ENSG00000231341	Y	5207215	5208069	p11.2
ENSG00000236773	1	224175476	224175706	q42.11
ENSG00000157119	3	42685519	42692544	p22.1
ENSG00000143756	1	224114087	224162047	q42.11
ENSG00000124678	6	35118071	35148610	p21.31
ENSG00000225878	Y	4801685	4802848	p11.2
ENSG00000279956	2	48632291	48755724	p16.3
ENSG00000255647	5	90410000	90410669	q14.3
ENSG00000164946	9	14734666	14910995	p22.3
ENSG00000223481	CHR_HSCHR6_MHC_DBB_CTG1	32799958	32816755	
ENSG00000272514	6	87407983	87464465	q15
ENSG00000127527	19	16355239	16472085	p13.11
ENSG00000273432	7	43951910	44019151	p13
ENSG00000225653	Y	3777997	3779546	p11.2
ENSG00000164414	6	87470623	87512336	q15
ENSG00000136931	9	124481236	124507430	q33.3
ENSG00000121957	1	108875350	108934545	p13.3
ENSG00000260970	9	119495375	119524125	q33.1
ENSG00000256849	12	19941521	19943018	p12.2
ENSG00000265451	2	121530422	121532705	q14.2
ENSG00000236872	1	45415020	45415344	p34.1
ENSG00000257844	12	52411742	52421867	q13.13
ENSG00000269405	X	102247161	102326719	q22.1
ENSG00000273746	X	102259043	102261692	q22.1
ENSG00000215035	X	44476027	44477422	p11.3
ENSG00000271462	12	19418927	19419161	p12.3
ENSG00000229172	2	227801840	227804705	q36.3
ENSG00000175213	11	46700818	46705912	p11.2
ENSG00000226718	2	227778510	227778735	q36.3
ENSG00000173080	1	155941710	155942949	q22
ENSG00000067445	X	54920462	54931431	p11.21
ENSG00000261292	3	97759523	97761532	q11.2
ENSG00000233232	16	28456372	28471175	p12.1
ENSG00000162819	1	222712553	222735196	q41
ENSG00000143390	1	151340640	151347357	q21.3
ENSG00000284934	12	122207662	122227534	q24.31
ENSG00000140955	16	84191138	84197168	q24.1
ENSG00000122733	9	34957608	34982544	p13.3
ENSG00000217169	6	87000045	87000291	q14.3
ENSG00000243445	16	2332313	2332732	p13.3
ENSG00000215023	2	241800916	241801907	q37.3
ENSG00000259488	15	48312353	48331856	q21.1
ENSG00000267520	2	60925909	60931610	p16.1
ENSG00000238042	1	221880981	221978523	q41
ENSG00000235070	2	226180044	226185371	q36.3
ENSG00000160539	9	131289459	131359022	q34.13
ENSG00000169953	Y	18731440	18828662	q11.222
ENSG00000274261	20	48407367	48410716	q13.13
ENSG00000243141	12	12338776	12339254	p13.2
ENSG00000092094	14	20446411	20455105	q11.2
ENSG00000183760	19	39083913	39111493	q13.2
ENSG00000117791	1	220748225	220784815	q41
ENSG00000228725	17	19603797	19605048	p11.2
ENSG00000253562	8	99091738	99094060	q22.2
ENSG00000234197	3	186079170	186080947	q27.2
ENSG00000232696	2	46078015	46078828	p21
ENSG00000146285	6	107704104	107824317	q21
ENSG00000278570	15	71792638	71818259	q23
ENSG00000233951	7	138122202	138124595	q33
ENSG00000257515	12	71709171	71710374	q21.1
ENSG00000258897	14	34040097	34059300	q13.1
ENSG00000263756	6	32972065	32972853	p21.32
ENSG00000131007	Y	18581206	18590521	q11.222
ENSG00000236411	3	37789921	37790445	p22.2
ENSG00000198356	19	12737139	12748323	p13.13
ENSG00000260342	16	18788063	18801519	p12.3
ENSG00000130529	19	49157741	49211836	q13.33
ENSG00000228689	6	51599723	51623428	p12.3
ENSG00000177045	19	45764785	45769226	q13.32
ENSG00000225376	9	101468439	101481502	q31.1
ENSG00000132549	8	99013266	99877580	q22.2
ENSG00000225323	16	168679	169334	p13.3
ENSG00000249944	5	115489634	115489931	q22.3
ENSG00000232899	Y	18182835	18184414	q11.222
ENSG00000236599	Y	18178932	18179260	q11.222
ENSG00000204256	6	32968660	32981505	p21.32
ENSG00000170619	8	144841042	144853736	q24.3
ENSG00000230354	CHR_HSCHR6_MHC_MCF_CTG1	32089713	32090230	
ENSG00000239589	3	94938172	95152509	q11.2
ENSG00000234629	3	94937086	94938024	q11.2
ENSG00000170927	6	51615300	52087625	p12.2
ENSG00000260121	16	88718615	88720459	q24.3
ENSG00000178338	5	178859953	178888122	q35.3
ENSG00000280003	3	52217016	52219012	p21.2
ENSG00000116525	1	33145402	33182059	p35.1
ENSG00000171564	4	154562956	154571086	q31.3
ENSG00000165802	9	137447573	137459334	q34.3
ENSG00000213760	6	31544462	31548427	p21.33
ENSG00000237323	19	54652085	54652230	q13.42
ENSG00000226119	X	102006883	102007294	q22.1
ENSG00000124713	6	42960758	42963880	p21.1
ENSG00000115226	2	27491883	27495245	p23.3
ENSG00000132950	13	19823482	19863636	q12.11
ENSG00000198822	7	86643914	86864884	q21.11
ENSG00000223842	1	219222248	219225497	q41
ENSG00000253692	14	105721794	105722527	q32.33
ENSG00000105708	19	19710471	19733097	p13.11
ENSG00000167114	9	128340646	128361470	q34.11
ENSG00000258955	14	51304416	51328386	q22.1
ENSG00000228208	1	218510096	218525978	q41
ENSG00000236610	7	86216785	86217733	q21.11
ENSG00000139921	14	51240162	51257546	q22.1
ENSG00000115112	2	121216587	121285207	q14.2
ENSG00000281453	1	218442626	218443996	q41
ENSG00000233485	1	15326680	15343876	p36.21
ENSG00000067533	1	218285287	218337983	q41
ENSG00000145723	5	103086000	103120151	q21.1
ENSG00000232100	1	218043505	218059140	q41
ENSG00000175193	3	183829271	183884933	q27.1
ENSG00000140284	15	50182196	50236395	q21.2
ENSG00000104043	15	49858238	50182817	q21.2
ENSG00000235168	6	149561152	149563949	q25.1
ENSG00000174460	X	118823790	118826968	q24
ENSG00000137161	6	42929192	42939287	p21.1
ENSG00000145725	5	103120149	103212799	q21.1
ENSG00000236782	1	26169516	26171831	p36.11
ENSG00000187758	4	99276367	99291028	q23
ENSG00000062582	7	43866558	43869893	p13
ENSG00000229996	2	241010045	241010744	q37.3
ENSG00000225521	2	241015599	241064116	q37.3
ENSG00000130348	6	106629578	106668417	q21
ENSG00000235204	9	124259250	124261156	q33.3
ENSG00000197245	1	26159020	26163962	p36.11
ENSG00000198431	12	104215779	104350305	q23.3
ENSG00000123342	12	55835433	55842966	q13.2
ENSG00000237243	7	137953348	137957966	q33
ENSG00000111727	12	104064457	104106524	q23.3
ENSG00000215374	8	7301611	7355354	p23.1
ENSG00000275140	1	148772640	148784594	q21.2
ENSG00000261219	15	57720295	57720928	q21.3
ENSG00000249965	4	109555170	109555732	q25
ENSG00000272888	15	92882707	92899701	q26.1
ENSG00000284846	1	86821558	86834169	p22.3
ENSG00000285685	3	52046763	52048657	p21.2
ENSG00000228882	10	38452987	38455365	p11.1
ENSG00000263155	15	57591941	57685364	q21.3
ENSG00000266777	17	32039974	32042828	q11.2
ENSG00000249449	5	163039291	163039599	q34
ENSG00000254351	5	162761833	162762313	q34
ENSG00000257384	12	55732366	55732648	q13.2
ENSG00000231206	X	74473017	74473953	q13.2
ENSG00000246451	14	103682362	103684015	q32.33
ENSG00000236973	1	51707138	51708137	p32.3
ENSG00000226770	7	127476883	127485804	q31.33
ENSG00000167113	9	128322536	128334072	q34.11
ENSG00000269910	14	103694516	103695050	q32.33
ENSG00000260962	13	94960041	94961319	q32.1
ENSG00000184730	16	28494649	28498970	p12.1
ENSG00000180458	19	37545470	37549171	q13.12
ENSG00000256514	11	67351572	67373584	q13.2
ENSG00000175482	11	67350777	67356972	q13.2
ENSG00000224809	9	92171241	92173494	q22.31
ENSG00000094661	19	15082211	15092970	p13.12
ENSG00000081041	4	74097035	74099293	q13.3
ENSG00000178033	6	116511646	116524792	q22.1
ENSG00000123395	12	52069246	52077494	q13.13
ENSG00000246851	9	131189910	131194205	q34.13
ENSG00000212664	15	71341158	71341712	q23
ENSG00000235801	CHR_HSCHR6_MHC_MANN_CTG1	30560894	30563845	
ENSG00000264874	17	20710425	20710533	p11.2
ENSG00000141337	17	68259182	68422731	q24.2
ENSG00000010310	19	45668244	45683724	q13.32
ENSG00000260277	16	22083256	22092231	p12.2
ENSG00000257341	14	105487199	105492267	q32.33
ENSG00000167182	17	47896150	47928957	q21.32
ENSG00000241185	17	11998353	12021508	p12
ENSG00000234178	8	7028641	7029489	p23.1
ENSG00000108946	17	68511780	68551319	q24.2
ENSG00000170950	6	49785651	49787307	p12.3
ENSG00000248257	19	42839368	42855718	q13.2
ENSG00000173261	5	146084386	146104369	q32
ENSG00000167526	16	89560657	89566828	q24.3
ENSG00000263818	17	39057019	39113190	q12
ENSG00000239602	5	146137755	146138381	q32
ENSG00000282266	CHR_HSCHR18_ALT2_CTG2_1	79072883	79091276	
ENSG00000214819	17	20579724	20580911	p11.2
ENSG00000105963	7	897901	955407	p22.3
ENSG00000282589	CHR_HSCHR7_2_CTG6	142857790	142857835	
ENSG00000175611	9	95759231	95875977	q22.32
ENSG00000253205	8	63384839	63470205	q12.3
ENSG00000127249	3	193402077	193593111	q29
ENSG00000115946	2	68157844	68176238	p14
ENSG00000258984	2	237967014	238099412	q37.3
ENSG00000250609	4	154523487	154524807	q31.3
ENSG00000174876	1	103687415	103696680	p21.1
ENSG00000183207	19	48993448	49015995	q13.33
ENSG00000223482	10	87203875	87342612	q23.2
ENSG00000223793	CHR_HSCHR6_MHC_DBB_CTG1	32720520	32726372	
ENSG00000106603	7	43608456	43729717	p13
ENSG00000146232	6	44258166	44265788	p21.1
ENSG00000213363	12	62021570	62022174	q14.1
ENSG00000214770	14	64329431	64338639	q23.3
ENSG00000184497	13	113759240	113816995	q34
ENSG00000227078	17	19419035	19424357	p11.2
ENSG00000233695	13	113815630	113845744	q34
ENSG00000231477	17	19457080	19458399	p11.2
ENSG00000265916	17	20532248	20532881	p11.2
ENSG00000227304	4	82494786	82496278	q21.22
ENSG00000220725	6	55680642	55681021	p12.1
ENSG00000180644	10	70597348	70602775	q22.1
ENSG00000261842	7	149422675	149424890	q36.1
ENSG00000228151	7	149398204	149401456	q36.1
ENSG00000233626	1	211936249	211936634	q32.3
ENSG00000231397	7	149321865	149322092	q36.1
ENSG00000175395	10	37949572	37976633	p11.21
ENSG00000073792	3	185643739	185825056	q27.2
ENSG00000236673	6	131901963	131920565	q23.2
ENSG00000148204	9	123356170	123380324	q33.3
ENSG00000232688	2	66921510	66922457	p14
